Date,Followers
2020-05-07,23300000
2020-05-06,23300000
2020-05-05,23300000
2020-05-04,23300000
2020-05-03,23300000
2020-05-02,23300000
2020-05-01,23200000
2020-04-30,23200000
2020-04-29,23200000
2020-04-28,23200000
2020-04-27,23200000
2020-04-26,23200000
2020-04-25,23100000
2020-04-24,23100000
2020-04-23,23100000
2020-04-22,23100000
2020-04-21,23100000
2020-04-20,23100000
2020-04-19,23100000
2020-04-18,23100000
2020-04-17,23100000
2020-04-16,23100000
2020-04-15,23100000
2020-04-14,23100000
2020-04-13,23100000
2020-04-12,23100000
2020-04-11,23100000
2020-04-10,23100000
2020-04-09,23000000
2020-04-08,23100000
2020-04-07,23100000
2020-04-06,23000000
2020-04-05,23000000
2020-04-04,23000000
2020-04-03,23000000
2020-04-02,23000000
2020-04-01,23000000
2020-03-31,23000000
2020-03-30,23000000
2020-03-29,23000000
2020-03-28,23000000
2020-03-27,23000000
2020-03-26,23000000
2020-03-25,23000000
2020-03-24,23000000
2020-03-23,23000000
2020-03-22,23000000
2020-03-21,23000000
2020-03-20,23000000
2020-03-19,23000000
2020-03-18,22900000
2020-03-17,22900000
2020-03-16,22900000
2020-03-15,22900000
2020-03-14,22900000
2020-03-13,22900000
2020-03-12,22900000
2020-03-11,22900000
2020-03-10,22900000
2020-03-09,22900000
2020-03-08,22900000
2020-03-07,22900000
2020-03-06,22900000
2020-03-05,22900000
2020-03-04,22900000
2020-03-03,22800000
2020-03-02,22800000
2020-03-01,22800000
2020-02-29,22800000
2020-02-28,22800000
2020-02-27,22800000
2020-02-26,22800000
2020-02-25,22800000
2020-02-24,22800000
2020-02-23,22800000
2020-02-22,22800000
2020-02-21,22800000
2020-02-20,22800000
2020-02-19,22800000
2020-02-18,22800000
2020-02-17,22800000
2020-02-16,22800000
2020-02-15,22800000
2020-02-14,22800000
2020-02-13,22800000
2020-02-12,22800000
2020-02-11,22800000
2020-02-10,22800000
2020-02-09,22800000
2020-02-08,22800000
2020-02-07,22800000
2020-02-06,22800000
2020-02-05,22700000
2020-02-04,22800000
2020-02-03,22700000
